,ID,region,field,M05_age_opt,M05_AV_opt,M13_age_opt,M13_AV_opt,BC_age_opt,BC_AV_opt,x2_spectra_M05_opt,x2_photo_M05_opt,x2_spectra_M13_opt,x2_photo_M13_opt,x2_spectra_BC_opt,x2_photo_BC_opt,M05_age_MCMC50,M05_age_std,M05_AV_MCMC50,M05_AV_std,M13_age_MCMC50,M13_age_std,M13_AV_MCMC50,M13_AV_std,BC_age_MCMC50,BC_age_std,BC_AV_MCMC50,BC_AV_std,x2_spectra_M05_MCMC50,x2_photo_M05_MCMC50,x2_spectra_M13_MCMC50,x2_photo_M13_MCMC50,x2_spectra_BC_MCMC50,x2_photo_BC_MCMC50,x2_M05_opt,x2_M13_opt,x2_BC_opt,x2_M05_MCMC50,x2_M13_MCMC50,x2_BC_MCMC50,min_2,model,grism_index,grism_index_AV_corr,age_opt,age_opt_std,AV_opt,AV_opt_std,M_K,BC_ML,BC_mass,M05_ML,M05_mass,M13_mass,best_mass,radius,use_phot,z_best,z_type,z_spec,u,g,r,i,z,U,V,J,H,B,K,Mr,color,FAST_mass,SFR,sSFR,ltau,SNR_F160W,SNR_F140W,SNR_F125W,SNR_F606W,F160W_mag,F140W_mag,F125W_mag,F606W_mag,flux_ratio_AV_corr,flux_ratio_err_AV_corr,SNR1,SNR2
53,19842,25,cosmos,2.227574007,0.3048923585,1.052061661,0.6612775769,1.139101977,0.5804933226,2.522036832,0.7020241832,2.399259156,0.253551397,3.770226139,0.3199202356,2.543838389,1.028659401,0.3041165322,0.05238602783,1.082348247,0.454606991,0.6608208913,0.1719731796,0.9319815858,0.5582569108,1.03993268,0.4163125848,3.138920951,0.889867375,2.435788888,0.2670500168,15.58161583,0.7894416815,0.7941496206,0.5758284685,0.8708165858,0.9953913972,0.5887753149,3.367898918,0.5758284685,2,1.075668555,1.086044868,1.052061661,0.454606991,0.6612775769,0.1719731796,-21.99256098054370,0.31829,21470758468.238500,0.18743,12643388921.11580,22211291303.9951,22211291303.9951,13.98,1.0,0.2311,3.0,-1.0,21.91220829500870,20.348484280679100,19.663967490524100,19.320036066611200,19.031289623620000,21.837318349484500,19.917939559355200,18.633427449320700,18.43911682772770,20.633182981449300,18.735619639356300,-20.41603250947590,2.248240804484540,9.96,-29.11,-39.07,7.2,836.3665288853470,1432.7639547597400,2117.0532186777800,943.7545818867630,18.63942110885330,18.727386714406800,18.85487882390400,20.257111966978900,1.093130957990880,0.01960794721020650,88.15390786511640,79.48582045195460
54,19926,25,cosmos,1.418951863,0,1.019544672,0.3500493565,1.356052079,0.4111758606,1.601665476,0.1885248992,1.353963026,0.3054872957,1.349241921,0.4061834207,,,,,1.186894683,0.4807864086,0.3232880934,0.2101613777,1.274365982,0.5767603342,0.3147644338,0.3449804567,,,1.322714946,0.3755619395,1.880452048,0.3745901416,0.392757081,0.3953804185,0.4381307089,,0.4197007934,0.5275778385,0.392757081,1,1.063497997,1.063497997,1.418951863,,0,,-19.76155820097980,0.41779,3610616156.092070,0.18743,1619803695.9628900,2845592425.4795900,2845592425.4795900,6.79,1.0,0.2275,2.0,-1.0,23.358820157329600,21.96494462824890,21.331816093461000,21.0228313514862,20.79619140729040,23.285112989917100,21.57221484661250,20.488457254951700,20.326002614802600,22.21432344951920,20.634894291120100,-18.718183906539000,2.027004063868620,9.33,-1.21,-10.54,8.6,265.3854397821260,379.3261530146130,572.7470132922760,388.7315153849530,20.49915687962880,20.599925355999700,20.69125450917100,21.88988888771110,1.0707845210487700,0.021628028825995500,21.174757252517400,20.622156996941600
55,20236,25,cosmos,2.30917521,0.4349288584,1.160445096,0.7664163626,2.549996814,0.4114974823,2.280601877,1.175160786,2.165348437,0.6353249854,3.068497085,0.8926010494,2.701582339,1.124539555,0.4267587809,0.06002046022,1.353884136,0.5098116074,0.7311450035,0.1611830103,2.456179915,1.214350462,0.4223094086,0.267154223,3.288570395,1.49505027,1.88081423,0.9130380175,3.079087825,0.8916863389,0.9524453704,0.6959655412,0.9829023216,1.286887918,0.7611468104,0.9845621105,0.6959655412,2,1.059384841,1.073790507,1.160445096,0.5098116074,0.7664163626,0.1611830103,-21.942496628828300,0.36965,23811642965.362400,0.18743,12073627055.316900,21210361343.35520,21210361343.35520,13.48,1.0,0.2254,3.0,-1.0,22.073949636771500,20.59303922078930,19.85126185442140,19.494821851103500,19.19501545826220,22.004230345556500,20.14555825355550,18.77403615887750,18.55655202406650,20.876896579441400,18.837993967771700,-20.178738145578600,2.2226877823501000,10.09,-0.63,-10.72,8.8,578.4581281127870,855.0520554150470,1267.4618064728100,624.6179437776000,18.77028071989600,18.86999769760910,18.988732027225300,20.50800167241150,1.0726204250574500,0.009600473590429840,64.06142753435420,69.32627715910710
60,12115,26,cosmos,1.317585814,0.527479553,0.973286042,0.9212408763,1.800043622,0.6805100423,1.634348576,0.5799632181,1.095401627,0.8094820225,1.242176549,0.7295165268,1.625668744,0.5918858473,0.5354905079,0.08106006012,1.14499506,0.4273031411,0.875891966,0.1841163617,2.087494552,0.8933978395,0.5839373637,0.3862067214,1.717458207,0.9182022304,1.083983691,0.900859689,1.269064044,0.7767870446,0.5688510673,0.5637323122,0.5575551524,0.7316666621,0.6011412853,0.5832749488,0.5575551524,3,1.093504394,1.111783765,1.800043622,0.8933978395,0.6805100423,0.3862067214,-22.495903516049600,0.41779,44804274273.9064,0.18743,20100206149.40110,35311065477.791300,35311065477.791300,12.86,1.0,0.3607,1.0,0.3607,22.9963758110922,21.44469958212800,20.65198320318280,20.26363250702180,19.946871658230900,22.91908383423850,20.96590541198420,19.44999143460770,19.186308336460300,21.739845943525000,19.514887235150400,-20.438016796817300,2.344392607909450,10.2,-0.89,-11.09,8.6,377.2194788078310,511.8992461965900,791.6324361860310,255.67876810752100,19.58383220602310,19.719421161486300,19.906595133439400,21.859296126991900,1.1247421411699600,0.0340372854254254,35.45838660622350,39.38418157935450
62,16320,27,cosmos,2.391674428,0.3816691292,1.207674072,0.6994673851,1.278100878,0.7576464733,2.587673244,1.155310505,2.481940396,0.6499037096,2.864138227,0.7436152688,2.770664258,1.179931313,0.3709203686,0.05684360328,1.35125304,0.6075492447,0.6695816569,0.3053569028,1.406171094,0.622010013,0.6619837985,0.3879764971,4.716892933,1.417254991,2.325847507,0.8425933082,24.34651967,1.002502551,1.003462778,0.7637617912,0.878613106,1.530496072,0.817012596,5.162216126,0.7637617912,2,1.093917336,1.106917051,1.207674072,0.6075492447,0.6994673851,0.3053569028,-22.122505877450800,0.36965,28105612971.70170,0.31652,24065977594.48950,34103031999.480200,34103031999.480200,13.8,1.0,0.2204,3.0,-1.0,21.764473939645200,20.199890058047200,19.482187016794700,19.147007419632900,18.865462380454700,21.69311867741300,19.764346393198700,18.47156810545590,18.259622525850500,20.487640324541400,18.545563762149200,-20.497812983205300,2.2822869228504600,10.15,-0.95,-11.09,8.6,944.9231657822740,1848.3404626636800,2331.313495525900,1157.9339616495100,18.468095440849300,18.56637305416030,18.675145982375800,20.058786085140100,1.1168217592716400,0.018525146905217000,61.04140876277980,79.89812036186770
64,18177,27,cosmos,1.158003686,0.408071358,0.9758677023,0.8473126363,2.100002503,0.4881447402,3.476527306,0.5577830146,1.94439189,1.364553055,2.089754015,1.472091552,1.182757834,0.654795461,0.4875059927,0.2844266384,1.0829206,0.4294967331,0.8263809578,0.1696044279,2.097456136,0.986348727,0.5084727471,0.3439394942,12.83411548,0.7550012467,1.814640112,1.476058481,2.52552756,1.451144806,0.9169371999,0.96929209,1.044151959,2.819468564,0.992452048,1.119684597,0.9169371999,1,1.074091868,1.087683631,1.158003686,0.654795461,0.408071358,0.2844266384,-23.640155668141600,0.31829,97923124302.2251,0.18743,57663549555.330200,101300521939.7120,101300521939.7120,16.51,1.0,0.3482,1.0,0.3482,21.446093003622400,19.976585254134400,19.22650486023100,18.863108829306800,18.5568709808905,21.37812601838960,19.52810051762000,18.10385956549200,17.864663200399000,20.25936118550300,18.19118637725840,-21.78349513976900,2.2195881433914000,10.71,0.0,-10.72,8.8,753.285648829049,1163.8227796843800,1831.556776898590,596.7174039068770,18.21617893323770,18.336679215383100,18.488446541072700,20.26515542707340,1.0995309015565600,0.01758139440137220,62.81288585668990,85.88721814817350
65,18192,27,cosmos,1.500000173,0.5859402553,0.9944590776,0.6983296338,1.750001725,0.6471439926,36.71646593,2.772443961,1.442106696,0.4404439045,5.756717547,0.9667564714,1.391443253,0.8933675344,0.3611497896,0.449910433,1.113096734,0.5010321599,0.6857981345,0.2794892525,1.828116801,0.8408678782,0.5034568605,0.3730696842,2.640765486,0.3798411414,1.43992339,0.5154420774,2.605601604,0.7842070774,8.331684911,0.4710198089,1.537044476,0.6774886188,0.5031189245,0.8460145124,0.4710198089,2,1.078416585,1.098219974,0.9944590776,0.5010321599,0.6983296338,0.2794892525,-21.421743023352700,0.41779,16659242501.083800,0.18743,7473711247.225000,13129452765.3753,13129452765.3753,12.18,1.0,0.2135,2.0,-1.0,22.36604593498530,20.865326876783300,20.135667694853200,19.81655655544510,19.5383423884258,22.29375465373560,20.424791210759400,19.12856615962210,18.905587930666700,21.153191879691800,19.180448565247300,-19.77433230514680,2.2303782401320600,9.84,-0.7,-10.54,8.6,475.85186916291900,643.0606441980780,1028.8146898067500,590.3084909244930,19.11661520486840,19.209593266967600,19.3387582398718,20.708718735288900,1.0999092922470600,0.010431183574241200,41.08902334091740,47.62825036784330
66,18990,27,cosmos,1.244463297,0.2388703121,0.9967036857,0.6538902054,1.609001594,0.5050215197,2.793825609,0.3775656346,1.266686698,0.7346505487,2.006470437,0.9257323102,1.410355824,0.5674840438,0.2613973145,0.07069937391,0.9069684228,0.5376639367,0.7134812673,0.3885800902,1.642693193,0.7863962987,0.4830035496,0.3953154075,3.139637277,0.6312245551,1.282524679,0.6593802605,2.36206568,0.9309772292,0.7062222545,0.5645407801,0.7910509708,0.8833696831,0.5349750547,0.8623730571,0.5349750547,2,1.099241937,1.107384671,0.9069684228,0.5376639367,0.7134812673,0.3885800902,-22.571155503548200,0.41779,48019788416.15660,0.18743,21542758186.74510,37845270802.21250,37845270802.21250,12.38,1.0,0.3493,1.0,0.3493,22.19274905836650,20.672727515821100,19.98191115613510,19.66177869003860,19.39391976109940,22.125513224361000,20.241660408393200,18.969764648262700,18.764933715148700,20.95305516239970,19.102841509451800,-21.038088843864900,2.2108379022313600,10.32,-2.18,-12.49,8.4,575.8845586231110,1121.313868457700,1654.9728404734700,659.6542630374110,19.074543341824900,19.19121644128470,19.367144647784800,20.950571274008700,1.12108704303734,0.011129689407778800,42.84922670593500,51.851275404671800
69,12893,22,goodsn,1.218384356,0.3252806601,0.8383217883,0.8519683304,3.62501112,0.178832335,4.925759182,0.5026649163,1.795266091,1.712413932,3.761478834,3.324777779,1.534550813,0.5482377754,0.3697469114,0.06008912601,0.7820994687,0.4327927641,0.8804261141,0.3991467284,3.195243771,1.485597447,0.1871901388,0.1447759428,5.967837434,1.899802727,2.090624832,1.616736197,3.652132257,3.264435031,1.17443941,1.091185961,2.172178593,1.982655392,1.107046395,2.124778534,1.091185961,2,1.080803618,1.092078561,0.8383217883,0.4327927641,0.8519683304,0.3991467284,-21.95860565161570,0.34973000000000000,22865207584.76070,0.15107,9876896205.157670,18852265423.35310,18852265423.35310,7.495,1.0,0.3198,1.0,0.3198,23.077770507091000,21.55588760976490,20.82817581316330,20.47958739500850,20.201873176602500,23.01519068814140,21.099659315535100,19.779686368032300,19.53211511553650,21.84793208505520,19.83214610488430,-19.99182418683680,2.2495946939277700,10.01,-1.27,-11.28,8.8,587.512840277496,1056.1559448592800,1572.7586431051900,787.2749483692480,19.840233363749800,19.968212884879400,20.091253489423600,21.736415359838700,1.1124970885568000,0.010738859595746600,63.46313774898100,62.48737373258310
72,28082,26,goodsn,0.9091499938,0.4888187018,0.3187399746,1.600314254,1.609000159,0.7837372163,7.54013293,4.085426009,6.800977632,4.28282829,7.047676183,10.4839273,0.8162902082,0.3550474397,0.6184752566,0.1766066199,0.3387047561,0.1521425798,1.561369841,0.3618123691,1.136734235,0.8199097703,1.010981296,0.531591016,6.695211435,4.982179548,6.499723047,4.484799788,3.972340819,13.79559991,3.235753962,3.177832426,5.914849981,3.460569914,3.206921602,6.753808762,3.177832426,2,1.048347271,1.058891591,0.3187399746,0.1521425798,1.600314254,0.3618123691,-23.09887694134490,0.27175,50783231070.577800,0.17474,32654505233.754400,50150601705.73830,50150601705.73830,7.548000000000000,1.0,0.4478,1.0,0.4478,23.224577491760100,21.635438857504500,20.948473231374400,20.628256877895500,20.325089698807100,23.15574846691490,21.209061560030500,19.930494957484700,19.694435721889700,21.92550112727840,20.07215958665510,-20.62152676862560,2.2761042603857300,10.15,-1.46,-11.61,8.4,450.9458356416420,699.7992325696740,1346.5471255453200,443.07835528779100,20.129885640754200,20.2364922755167,20.395848015492100,22.213706139594600,1.0998857794751500,0.01744501816490640,25.35560062285630,36.03280112348630
74,31165,9,goodss,2.502088506,0.4144430363,1.167369075,0.7389430676,2.999998776,0.2403168984,8.309982525,3.507560189,9.914420226,1.895648392,7.659515318,2.5238928,3.385655969,1.01954664,0.3876637017,0.04780962077,1.341406714,0.594257658,0.7017214417,0.2955297769,2.895175619,1.415213836,0.2412383907,0.1915471211,8.694212493,4.935817544,9.443958766,2.439702287,9.905877321,2.375432294,3.134647031,2.747180614,2.581774033,3.828620514,2.891758578,2.953580732,2.581774033,3,1.092307865,1.111613699,2.999998776,1.415213836,0.2403168984,0.1915471211,-22.85391822258550,0.71732,106974491029.657,0.63498,94695062613.63350,94695062613.63350,94695062613.63350,24.904,1.0,0.29600000000000000,1.0,0.29600000000000000,21.290204844967500,19.677258295697200,18.96101847231550,18.636225031763400,18.36970580519000,21.22686932903640,19.225179723912700,17.958750473519100,17.71582027741050,19.973667105860200,18.015616556714500,-21.67898152768460,2.3291863726520700,10.69,-4.31,-15.0,8.4,808.9882082802100,1685.663202368110,2229.5340105293100,2008.8792488103300,17.988463912055300,18.107016601003700,18.230421415553100,19.81843375825870,1.0996939319295000,0.008827588307147480,47.82642494122550,140.73332432683200
75,13531,10,goodss,1.363941909,0.0879135046,0.9997107857,0.4716558943,1.43396712,0.4460617827,2.491513538,0.5700848875,3.185221462,0.7203681126,2.954974951,0.7478714722,1.765089453,0.521131506,0.09655343625,0.05810079508,1.213749557,0.437565366,0.4152645402,0.2050508128,1.62423627,0.6045967041,0.2982870328,0.3345874757,2.219522048,1.397841745,2.773565792,1.097533484,3.113091576,0.7396118862,0.7310071144,0.9308782048,0.8980970131,1.037151107,1.014503335,0.9252174899,0.7310071144,1,1.155246083,1.175997429,1.363941909,0.521131506,0.0879135046,0.05810079508,-22.3340468646882,0.41779,38599065167.49650,0.18743,17316409642.030400,30420627040.594300,30420627040.594300,17.14,1.0,0.415,1.0,0.415,22.418745218335900,20.965754775138600,20.311456902657900,20.012649484200000,19.7574036371178,22.33729306526320,20.561414452447500,19.424107641510400,19.206790427774900,21.22177923966690,19.5269200945118,-21.08854309734210,2.10728831567792,10.23,-0.67,-10.9,8.4,414.1772675508660,508.7548019936570,877.7361798899070,531.575599048088,19.52209227161400,19.631947830985100,19.76736471744570,21.466284494013400,1.1730671397131800,0.019034371505698000,27.092936620407200,34.190628639220500
76,40504,11,goodss,2.042385671,0.1555689442,0.9999834049,0.5611115744,2.199988494,0.1867861837,8.82438032,1.718787561,4.443003135,0.4121066152,6.089637114,0.6912914076,2.12537195,0.8594528126,0.1658199091,0.04099764032,0.9857175198,0.4140729165,0.5684524848,0.2964071835,2.052649798,0.5112564012,0.2261062838,0.1417776967,8.50436677,1.937672417,4.573977214,0.4216403824,6.827695662,0.678930421,2.458826443,1.041429643,1.482233257,2.491607602,1.070995834,1.620185238,1.041429643,2,1.119043161,1.138890586,0.9999834049,0.4140729165,0.5611115744,0.2964071835,-23.55504026910990,0.41779,118843148326.10300,0.18743,53315711938.44150,93662452079.35160,93662452079.35160,19.003,1.0,0.4204,1.0,0.4204,21.523872222158300,19.98737062501500,19.29430027737790,18.986937277043400,18.72652991832700,21.4535839290642,19.554493548967900,18.345319273766600,18.143244110572900,20.2694559115878,18.42598676659010,-22.135699722622100,2.229571944780400,10.71,-0.9,-11.61,8.4,765.4783251140880,1592.7206853722000,2325.7869848570600,1634.3067664946100,18.452288751163800,18.60054266202270,18.74890591511270,20.485280451287600,1.1373348249682300,0.01025712051438480,55.013476677507500,103.81887655472500
77,12009,19,goodss,2.653457585,0.5736645134,1.401461327,0.8408615294,3.625011693,0.3928541465,4.756131434,2.53661274,6.699739866,1.51542699,10.69717888,2.028540025,3.111777614,1.646469838,0.5559512856,0.2647755706,1.627975141,0.6120363227,0.7934400451,0.3336749809,2.622901141,1.655670461,0.5183313058,0.2234815126,11.59839142,3.125259338,6.090433735,2.003639534,9.092365029,1.296196884,2.023526191,1.958087314,2.956801222,3.607387752,2.05148947,2.327605294,1.958087314,2,1.112865954,1.132959222,1.401461327,0.6120363227,0.8408615294,0.3336749809,-22.84130374510820,0.52775,77794651573.3821,0.31652,46657627884.42800,66116847758.008000,66116847758.008000,25.287,1.0,0.219,2.0,-1.0,21.382694481336300,19.72038248519390,18.946714248343900,18.580858116178500,18.300474413770100,21.322761541799500,19.23971117894790,17.89437112953250,17.66091573321260,20.04082717953850,17.910255394591800,-21.013285751656100,2.4359802329923600,10.6,-18.86,-29.46,8.0,1303.4163786725900,1931.943852679930,3179.2274540409300,2364.9037211427000,17.8425628773552,17.952007619289100,18.07913445880060,19.677342260091700,1.1399927540026500,0.01505611715528000,112.98165918527400,138.5808021470020
79,42037,23,goodss,2.056693135,0.4783828452,1.033470423,0.8698080584,1.80000281,0.6274857506,8.085166872,5.671250907,4.817307004,3.037452155,5.650977462,3.337325466,1.859930601,0.9594935483,0.4865527728,0.04603567657,1.100498966,0.3863387996,0.8538426082,0.1584301297,1.758231934,0.6952427123,0.6688114467,0.3086356045,9.116512488,4.78645134,4.281133021,3.347648236,11.16968786,2.994197759,4.029280895,2.252594629,2.544512852,3.845847658,2.283000123,3.467309313,2.252594629,2,1.098166291,1.117996527,1.033470423,0.3863387996,0.8698080584,0.1584301297,-24.24386266900710,0.5582700000000000,299494849573.14100,0.39832,213686546799.8880,213686546799.8880,213686546799.8880,15.556,1.0,0.4187,1.0,0.4187,21.071036511346400,19.546041237914600,18.778415246731400,18.431457331137,18.126349123866600,20.994567766958400,19.08711337924400,17.714294200269700,17.473391613594500,19.83491236073160,17.803576316592900,-22.64158475326860,2.292621264615000,11.01,-0.08,-11.09,8.6,1758.8382161402200,1916.4827799048500,2999.790636545270,1691.5992254884700,17.86521110281980,18.006495428551500,18.174012450145100,20.043194332732100,1.1196747841359600,0.011785727202170400,57.87770916861090,142.3597163778140
81,37586,29,goodss,2.344329944,0.3534929374,1.018791618,0.7339065775,3.125000855,0.2996625734,4.957883297,2.03951408,3.20966437,0.529568186,58.96518956,2.946551741,2.804435825,0.9572736629,0.346692901,0.04286449753,1.027589582,0.4818020313,0.7337671852,0.3741223957,2.716174905,1.430224861,0.2650107948,0.2170163272,6.337913897,2.932136156,3.207417383,0.5378057525,9.374507517,0.9881185127,1.847133808,0.8528837558,12.7273275,2.502187679,0.8560196794,2.248791643,0.8528837558,2,1.096957078,1.116661507,1.018791618,0.4818020313,0.7339065775,0.3741223957,-23.31086717149100,0.31829,72305255121.16530,0.18743,42578070210.688400,74799084842.83940,74799084842.83940,11.744000000000000,1.0,0.3875,2.0,-1.0,21.952650804163800,20.347863351688300,19.605338555791400,19.270008133169800,18.9890019878852,21.881736593378900,19.893482473889000,18.564892878101300,18.33646032137660,20.64603777768860,18.654191023509000,-21.644661444208600,2.3473122483723600,10.62,-1.16,-11.78,8.6,1772.8160430913800,1751.396945484570,2827.7101261514500,1577.0678485864900,18.685091536472200,18.81806994078450,18.972843306850800,20.766339784845300,1.1213630228918200,0.014993770005447400,42.964475048446000,110.06854789516400
83,33214,1,uds,1.203983649,0.3432550525,0.9500044191,0.7747230648,1.609002996,0.6042433838,5.4540856,0.5475505953,3.643955811,1.509561329,3.067739123,2.303068568,1.432536971,0.5126850756,0.3766202114,0.0888362257,0.9612732977,0.4510043504,0.8250554609,0.2580829276,1.671682447,0.7532498328,0.5902937026,0.3979398977,5.106186309,1.543449842,4.127640492,2.037261222,3.8029362,2.217013385,1.296491799,1.362187535,1.59440628,1.660811586,1.684944658,1.699845049,1.296491799,1,1.106347862,1.116860401,1.203983649,0.5126850756,0.3432550525,0.0888362257,-22.982106698973300,0.34973000000000000,58691548434.87120,0.14964,25112524827.13560,47700628337.71440,47700628337.71440,8.627,1.0,0.4589,1.0,0.4589,22.8139346244508,21.31291927012190,20.611938872485000,20.286362297923100,19.976202795536600,22.73943006276770,20.901196622603800,19.55990214852330,19.31165825688260,21.58430224364280,19.685085716026700,-21.018061127515000,2.2019957519658300,10.37,-0.73,-11.09,8.6,557.340463707125,503.3770938459430,737.6901053382770,338.77551266829000,19.734792243311800,19.861336463140400,20.05453120586690,21.93452563023440,1.1369438085074900,0.017326058694762500,34.27573604264880,48.835591542357600
84,34421,1,uds,1.109480051,0.5176238669,0.5808306687,1.274243346,1.644418285,0.8047429631,4.234837534,0.6210646873,4.082900976,0.6256477374,3.346697278,3.070151704,1.230701767,0.4615573821,0.5818627152,0.08711338287,0.7222767112,0.2826023874,1.171466729,0.3478751005,1.517996964,0.8064557584,0.8317595595,0.4343368603,3.64789401,1.44994943,3.84892822,1.006073475,2.849131257,3.7277191,1.091624087,1.064109288,1.981219546,1.337101454,1.183649818,2.169759769,1.064109288,2,1.114716929,1.130495033,0.5808306687,0.2826023874,1.274243346,0.3478751005,-23.124547408396700,0.33754,64586865699.20450,0.14964,28632987448.09200,54387661211.350500,54387661211.350500,7.143,1.0,0.4594,2.0,-1.0,23.100075356114200,21.555801149677,20.824195148148000,20.468682507950900,20.141033726696700,23.027949922423,21.12911245698110,19.683016123713800,19.404069177429200,21.838770050145800,19.778039031603300,-20.80580485185210,2.2758802079662800,10.3,-0.8,-11.09,8.6,557.2666464845230,506.82118939121100,722.7074166659250,317.6444705262400,19.892110638769600,20.032004670256500,20.225591010183500,22.19353155729570,1.152561357501920,0.023268323442333400,36.21401508047910,40.11925444845290
85,24951,2,uds,2.250806376,0.7776404412,1.343780593,1.074866077,2.350004593,0.768556396,8.187389968,3.11747409,4.772257521,2.352109844,4.825031372,2.146038052,2.60260454,0.9821063051,0.7773470719,0.03826829391,0.9718348642,0.85827101,1.175712926,0.5972282511,2.640149567,1.029082328,0.721883299,0.2087094162,8.596622325,3.608630765,11.34950632,1.463917144,6.400305593,2.645992859,2.94168129,1.946647542,1.867531582,3.234134636,2.838617273,2.390216145,1.867531582,3,1.092701546,1.119242799,2.350004593,1.029082328,0.768556396,0.2087094162,-23.656222293774500,0.57182,178545232710.00800,0.39832,124371545404.23600,124371545404.23600,124371545404.23600,24.724,1.0,0.325,1.0,0.325,21.699452478092500,20.031632177719300,19.229854172173400,18.843529631756100,18.483802055369900,21.638434845943200,19.555646663179500,18.010850781743900,17.718934669251700,20.34273893231400,18.028728852825500,-21.620145827826600,2.4695983059191200,10.73,-4.09,-14.83,8.2,942.1453497036610,1341.3479119316700,2033.092671858320,899.827994597777,18.10028299990290,18.216288252550600,18.387097657349400,20.27041793004940,1.1194225143149400,0.003945519927465730,56.991332818282400,119.58942155896700
87,32796,4,uds,1.242576742,0.2193661568,0.9500214837,0.6247039192,3.3131726,1.85E-17,2.547494133,0.4251183317,2.3838229,0.7660459081,2.251391845,2.521909774,1.502561751,0.5420225893,0.2468732303,0.1130991329,1.063145283,0.4442105185,0.6318112552,0.26850816,,,,,2.628681696,1.096256272,2.108401135,1.000782413,,,0.6790121909,0.7950750708,1.530793029,0.9858166364,0.8433889176,,0.6790121909,1,1.131431386,1.138779121,1.242576742,0.5420225893,0.2193661568,0.1130991329,-21.154105842489400,0.36965,11519484574.295800,0.18743,5840922477.371210,5840922477.371210,5840922477.371210,7.974,1.0,0.448,3.0,-1.0,23.6997938490302,22.221112854699700,21.51662803822430,21.21642991160090,20.932246219840300,23.628228186913400,21.805742081023600,20.552990876272800,20.325552654970200,22.497440681366300,20.645709084910600,-20.063371961775700,2.1831658108058700,10.0,-1.28,-11.28,8.8,211.88311213979100,234.8932277622940,354.02470719365900,215.8780238210300,20.71771833814780,20.82889845140490,20.99429727838460,22.798770190408400,1.1372545548768600,0.025877494090931600,20.542621906265200,20.44674605652460
89,13976,14,uds,1.272818819,0.4674028941,1.02173767,0.8693289888,3.249891454,0.2965509789,5.768955559,0.7620489432,3.525222836,1.240823595,3.829880323,3.25863395,1.696223428,0.5594187159,0.4975213321,0.05519840962,1.219768403,0.4451928342,0.8192158357,0.1750968201,3.178641902,1.549461708,0.3075827505,0.2086837034,4.819114007,2.084462334,2.753621638,1.796449729,3.800882548,3.279105673,1.450649094,1.222594109,2.156777075,1.839680186,1.313716653,2.160024029,1.222594109,2,1.101481152,1.117576304,1.02173767,0.4451928342,0.8693289888,0.1750968201,-22.827355468678300,0.31829,46319640675.13950,0.18743,27276038366.714,47917218837.60310,47917218837.60310,11.591,1.0,0.3499,1.0,0.3499,22.379896227930400,20.841122224126800,20.102364305524000,19.738108113734200,19.4327272875863,22.31712521502340,20.3838201060727,18.98644625740340,18.720104532968800,21.121015185843100,19.04877995942170,-20.917635694476000,2.277531922406340,10.37,-1.41,-11.78,8.6,862.8217818133580,835.7736411167790,1336.0173814274300,858.254909689536,19.076316668631600,19.19092373511960,19.369159052024400,21.07903578723030,1.1301129442053600,0.0081715482893955,39.10622633456840,74.07972324808070
90,14700,14,uds,1.4050675,0.5818219008,1.249969831,0.8953267768,1.690000658,0.8047890206,7.560871324,0.7731052488,6.59961238,1.469550036,7.874031116,1.383824026,1.906736886,0.4877397272,0.5758259705,0.0379829219,1.627548503,0.5093824566,0.7901654271,0.1634136944,1.325125668,0.7328981767,0.8968954074,0.398196487,5.96818969,2.305102,5.090170108,2.846928328,20.62393638,1.222410347,1.803388485,1.918750481,2.12903523,2.158482365,2.222956842,4.534747731,1.803388485,1,1.137832493,1.157546277,1.4050675,0.4877397272,0.5818219008,0.0379829219,-23.9869131901894,0.36965,156515007587.03700,0.31652,134019018534.9630,189913534976.58500,189913534976.58500,14.988,1.0,0.4461,1.0,0.44612,21.852323991228600,20.293214905070100,19.51585303505890,19.137988110612600,18.79139194656700,21.785077734799200,19.82586675106690,18.351669215936900,18.072627087590700,20.59478600395990,18.462353836610600,-22.054146964941100,2.33647095616962,10.81,-0.8,-11.61,8.4,677.9518811666110,997.0718580224560,1599.1960716785400,706.4122940156120,18.530762479873200,18.658242804305000,18.851907634266400,20.852311042096800,1.1665716838671300,0.010940898290106200,45.10811084288700,92.52336053331280
